sf_casrn,sf_exp_name,sf_numsites,roc_15th_listing,roc_flag,iarc_exp_name,iarc_flag,atsdr_exp_name,atsdr_flag,cebsgt_exp_name,cebsgt_pubnum,cebsgt_dtxsid,cebsgt_ames_conclusion,cebsgt_male_rat_micronucleus,cebsgt_female_rat_micronucleus,cebsgt_male_mouse_micronucleus,cebsgt_female_mouse_micronucleus,cebsgt_mn_conclusion,cebsgt_male_rat_comet,cebsgt_female_rat_comet,cebsgt_male_mouse_comet,cebsgt_female_mouse_comet,cebsgt_flag,genetox_flag,cebs_exp_name,cebs_dtxsid,cebs_male_rats,cebs_female_rats,cebs_male_mice,cebs_female_mice,cebs_flag,organ_flag
2540-82-1,FORMOTHION,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25551-13-7,TRIMETHYLBENZENE,7,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25551-28-4,NAPHTHALENE DIISOCYANATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
25639-42-3,METHYLCYCLOHEXANOL ALL ISOMER,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2587-90-8,"PHOSPHOROTHIOIC ACID, 0,0-DIMETHYL-5-(2-(M",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
26264-09-5,CHLOROBENZOIC ACID,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
26471-62-5,TOLUENE DIISOCYANATE (MIXED ISOMERS),1,RAHC,True,Toluene diisocyanates,True,TOLUENE DIISOCYANATE (TDI),True,"2,4- & 2,6-Toluene diisocyanate",TR-251,DTXSID0024341,Positive,,,,,,,,,,Evidence,True,"2,4- & 2,6-Toluene diisocyanate",DTXSID0024341,"PANCREAS_ACINAR_CELL,SUBCUTANEOUS_TISSUE","LIVER,MAMMARY_GLAND,PANCREAS_ISLET_CELL,SUBCUTANEOUS_TISSUE",,"LIVER,VASCULAR_SYSTEM_UNSPECIFIED",Evidence,True
26628-22-8,SODIUM AZIDE,1,,False,,False,,False,Sodium azide,TR-389,DTXSID8020121,Positive,,,,,,,,,,Evidence,True,Sodium azide,DTXSID8020121,,,,,No Evidence,True
26638-19-7,DICHLOROPROPANE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
2691-41-0,HMX,17,,False,,False,HMX (CYCLOTETRAMETHYLENE TETRANITRAMINE),True,,,,,,,,,,,,,,,False,,,,,,,,False
275-51-4,AZULENE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
287-92-3,CYCLOPENTANE,1,,False,,False,,False,Cyclopentane,,DTXSID6024886,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
2921-88-2,CHLORPYRIFOS,2,,False,,False,CHLORPYRIFOS,True,Chlorpyrifos (Dursban),,DTXSID4020458,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
298-00-0,METHYL PARATHION,8,,False,Methyl parathion,True,METHYL PARATHION,True,Methyl parathion,TR-157,DTXSID1020855,Positive,,,,,,,,,,Evidence,True,Methyl parathion,DTXSID1020855,,,,,No Evidence,True
298-02-2,PHORATE,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
298-03-3,DEMETON-O,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
298-04-4,DISULFOTON;DISYSTON,5,,False,,False,DISULFOTON,True,,,,,,,,,,,,,,,False,,,,,,,,False
298-81-7,8-METHOXYPSORALEN,1,Known,True,Methoxsalen (8-methoxypsoralen) plus ultraviolet A radiation,True,,False,8-Methoxypsoralen,TR-359,DTXSID8020830,Positive,,,Equivocal,,,,,,,Evidence,True,8-Methoxypsoralen,DTXSID8020830,"KIDNEY_TUBULAR_CELL,LUNG,SUBCUTANEOUS_TISSUE,ZYMBAL_GLAND",,,,Evidence,True
299-84-3,RONNELL,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
300-76-5,NALED,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
301-04-2,LEAD ACETATE,4,,False,,False,,False,Lead(2+) acetate,,DTXSID6020773,Negative,,,Negative,,,,,,,No Evidence,True,,,,,,,,False
302-01-2,HYDRAZINE,2,RAHC,True,Hydrazine,True,HYDRAZINE,True,,,,,,,,,,,,,,,False,,,,,,,,False
30402-14-3,TETRACHLORODIBENZOFURAN (TCDF),4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
30402-15-4,PENTACHLORODIBENZOFURAN (PeCDF),2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
30525-89-4,PARAFORMALDEHYDE,3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
30560-19-1,ACEPHATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
309-00-2,ALDRIN,172,,False,"Aldrin (see Dieldrin, and aldrin metabolized to dieldrin);Dieldrin, and aldrin metabolized to dieldrin",True,ALDRIN,True,Aldrin,TR-021,DTXSID8020040,Negative,,,,,,,,,,No Evidence,True,Aldrin,DTXSID8020040,,,LIVER,,Evidence,True
314-40-9,BROMACIL,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
319-84-6,ALPHA-HCCH;ALPHA-HEXACHLOROCYCLOHEXANE;A-HCCH;A-BENZENE HEXACHLORIDE;A-HEXACHLOROCYCLOHEXANE;A-BHC;ALPHA-BENZENE HEXACHLORIDE;ALPHA-BHC,135,RAHC,True,,False,"HEXACHLOROCYCLOHEXANE, ALPHA-",True,,,,,,,,,,,,,,,False,,,,,,,,False
319-85-7,BETA-BHC;B-HEXACHLOROCYCLOHEXANE;B-HCCH;B-BHC;BETA-HEXACHLOROCYCLOHEXANE;BETA-BENZENE HEXACHLORIDE;B-BENZENE HEXACHLORIDE;BETA-HCCH,137,RAHC,True,,False,"HEXACHLOROCYCLOHEXANE, BETA-",True,,,,,,,,,,,,,,,False,,,,,,,,False
319-86-8,D-BHC;D-BENZENE HEXACHLORIDE;DELTA-BHC;DELTA-HEXACHLOROCYCLOHEXANE;D-HCCH;D-HEXACHLOROCYCLOHEXANE;DELTA-BENZENE HEXACHLORIDE,97,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
32534-95-5,"2,4,5-TP ACID ESTER",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
3268-87-9,"1,2,3,4,6,7,8,9-OCTACHLORODIBENZO-p-DIOXIN;OCTACHLORODIBENZO-p-DIOXIN (OCDD)",11,,False,,False,,False,Octachlorodibenzodioxin (OCDD),,DTXSID4025799,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
330-54-1,DIURON,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
330-55-2,LINURON,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
33213-65-9,ENDOSULFAN II;BETA-ENDOSULFAN,68,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
333-41-5,DIAZINON,5,,False,Diazinon,True,DIAZINON,True,Diazinon,TR-137,DTXSID9020407,Negative,,,,,,,,,,No Evidence,True,Diazinon,DTXSID9020407,,,,,No Evidence,True
335-67-1,PERFLUOROOCTANOIC ACID (PFOA),1,,False,Perfluorooctanoic acid (PFOA),True,PERFLUOROOCTANOIC ACID (PFOA),True,Perfluorooctanoic acid (PFOA),TR-598,DTXSID8031865,Equivocal,Positive,Negative,,,,Negative,,,,Evidence,True,Perfluorooctanoic acid (PFOA),DTXSID8031865,"LIVER,PANCREAS_ACINAR_CELL","LIVER,PANCREAS_ACINAR_CELL,UTERUS",,,Evidence,True
3351-30-2,4-METHYLCHRYSENE,2,,False,4-Methylchrysene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
34465-46-8,HEXACHLORODIBENZO-p-DIOXINS (HxCDD);HEXACHLORODIBENZODIOXIN,10,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
35421-08-0,4-CHLORO-3-METHYLPHENOL,44,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
35572-78-2,"2-AMINO-4,6-DINITROTOLUENE",6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
35822-46-9,"1,2,3,4,6,7,8-HEPTACHLORODIBENZO-p-DIOXIN;1,2,3,4,6,7,8-HEPTACHLORODIBENZO-p-DIOXIN (HpCDD)",17,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
36088-22-9,PENTACHLORODIBENZO-p-DIOXIN (PeCDD),3,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
3615-21-2,"BENZIMIDAZOL,4,5-DICHLORO-2-(TRIFLUOROMETHYL)-",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
36355-01-8,HBB,2,RAHC,True,,False,POLYBROMINATED BIPHENYLS (PBBS),True,Hexabromobiphenyl,,DTXSID3025382,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
36643-28-4,TRIBUTYLTIN ION,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
3689-24-5,SULFOTEP,1,,False,,False,,False,Tetraethyldithiopyrophosphate,,DTXSID7024328,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
3778-73-2,IFOSFAMIDE,1,,False,Isophosphamide,True,,False,,,,,,,,,,,,,,,False,Isophosphamide,DTXSID7020760,,"MAMMARY_GLAND,UTERUSCERVIX",,HEMATOPOIETIC_SYSTEM,Evidence,True
37871-00-4,HEPTACHLORODIBENZO-p-DIOXINS (HpCDD),5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
39001-02-0,OCTACHLORODIBENZOFURAN (OCDF),5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
39227-28-6,"1,2,3,4,7,8-HEXACHLORODIBENZO-p-DIOXIN",5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
39638-32-9,BIS(2-CHLOROISOPROPYL) ETHER,20,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
39765-80-5,trans-NONACHLOR,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
39801-14-4,PHOTOMIREX,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
40321-76-4,"1,2,3,7,8-PENTACHLORODIBENZO-p-DIOXIN",6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
41903-57-5,TETRACHLORODIBENZO-p-DIOXINS (TCDD),7,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
420-04-2,CYANAMIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
4342-36-3,TRIBUTYLTIN BENZOATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
463-51-4,KETENE; ETHENONE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
465-73-6,ISODRIN,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
4680-78-8,C.I. ACID GREEN 3,1,,False,Guinea Green B,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
471-34-1,CALCIUM CARBONATE,4,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
4766-57-8,TBOS,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
479-45-8,TETRYL,11,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
4835-11-4,"HEXAMETHYLENEDIAMINE, N,N-DIBUTYL-",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
488-23-3,"1,2,3,4-TETRAMETHYLBENZENE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
494-03-1,"N,N-BIS(2-CHLOROETHYL)-2-NAPHTHYLAMINE (CHLORNAPAZINE)",2,,False,"Chlornaphazine;N,N-Bis(2-chloroethyl)-2-naphthylamine (see Chlornaphazine)",True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
497-19-8,SODIUM CARBONATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
50-00-0,FORMALDEHYDE,5,Known,True,Formaldehyde,True,FORMALDEHYDE,True,Formaldehyde,,DTXSID7020637,Positive;Weakly Positive,,,,,,,,,,Evidence,True,,,,,,,,False
50-29-3,"DICHLORODIPHENYLTRICHLOROETHANE;DDT (DICHLORODIPHENYLTRICHLOROETHANE);P,P-DDT;4,4-DDT;DDT",314,RAHC,True,"DDT (4,4'-dichlorodiphenyltrichloroethane)",True,"DDT, P,P'-",True,Dichlorodiphenyltrichloroethane (DDT),TR-131,DTXSID4020375,Negative,,,,,,,,,,No Evidence,True,Dichlorodiphenyltrichloroethane (DDT),DTXSID4020375,,,,,No Evidence,True
50-32-8,"3,4-BENZO-PYRENE;BENZO[A]PYRENE",521,RAHC,True,Benzo[a]pyrene,True,,False,Benzo(a)pyrene,,DTXSID2020139,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
502-39-6,METHYLMERCURIC DICYANAMIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
504-29-0,2-AMINOPYRIDINE,1,,False,,False,,False,2-Aminopyridine,,DTXSID0024505,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
505-29-3,"1,4-DITHIANE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
505-60-2,MUSTARD GAS,2,Known,True,Sulfur mustard;Mustard gas (see Sulfur mustard),True,SULFUR MUSTARD,True,,,,,,,,,,,,,,,False,,,,,,,,False
506-64-9,SILVER CYANIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
50782-69-9,VX,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
51-28-5,"2,4-DINITROPHENOL",23,,False,,False,"2,4-DINITROPHENOL",True,"2,4-Dinitrophenol",,DTXSID0020523,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
510-15-6,CHLOROBENZILATE,2,,False,Chlorobenzilate,True,,False,Chlorobenzilate,TR-075,DTXSID9020299,Negative,,,,,,,,,,No Evidence,True,Chlorobenzilate,DTXSID9020299,,,LIVER,LIVER,Evidence,True
51207-31-9,"2,3,7,8-TETRACHLORODIBENZOFURAN",15,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
51218-45-2,METOLACHLOR,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
5216-25-1,"P-ALPHA,ALPHA,ALPHA-TETRACHLOROTOLUENE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
526-73-8,"1,2,3-TRIMETHYLBENZENE",6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
528-29-0,ortho-DINITROBENZENE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
529-21-5,3-ETHYL-4-METHYL PYRIDINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
53-70-3,"1,2,5,6-DIBENZATHRACENE;DIBENZO(A,H)ANTHRACENE",313,RAHC,True,"Dibenz[a,h]anthracene",True,,False,"Dibenz(a,h)anthracene",,DTXSID9020409,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
53-96-3,2-ACETYLAMINOFLUORENE,1,RAHC,True,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
532-27-4,2-CHLOROACETOPHENONE,1,,False,,False,,False,2-Chloroacetophenone (CN),TR-379,DTXSID9020293,Negative,,,,,,,,,,No Evidence,True,2-Chloroacetophenone (CN),DTXSID9020293,,,,,No Evidence,True
534-52-1,"4,6-DINITRO-ortho-METHYLPHENOL;4,6-DINITRO-O-CRESOL",11,,False,,False,"4,6-DINITRO-O-CRESOL",True,"4,6-Dinitro-o-cresol",,DTXSID1022053,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
53469-21-9,AROCLOR-1242,92,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
53494-70-5,ENDRIN KETONE,67,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
536-75-4,4-ETHYL PYRIDINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
536-78-7,3-ETHYL PYRIDINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
540-59-0,"1,2-DICHLOROETHENE;ACETYLENE DICHLORIDE;1,2-DCE;1,2-DICHLOROETHYLENE",371,,False,,False,,False,"cis & trans 1,2-Dichloroethylene",,DTXSID8024991,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
540-84-1,"2,2,4-TRIMETHYLPENTANE",2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
541-09-3,URANYL ACETATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
541-25-3,LEWISITE,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
541-41-3,ETHYL CHLOROFORMATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
541-73-1,"1,3-DICHLOROBENZENE",92,,False,meta-Dichlorobenzene,True,"1,3-DICHLOROBENZENE",True,"1,3-Dichlorobenzene",,DTXSID6022056,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
542-62-1,BARIUM CYANIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
542-75-6,"1,3-DICHLOROPROPENE;1,3-DICHLOROPROPYLENE",16,RAHC,True,"1,3-Dichloropropene (technical-grade)",True,"1,3-DICHLOROPROPENE",True,"1,3-Dichloropropene (Telone II)",TR-269,DTXSID1022057,Positive,,,Positive;Negative,,,,,,,Evidence,True,"1,3-Dichloropropene (Telone II)",DTXSID1022057,"FORESTOMACH,LIVER",FORESTOMACH,,"FORESTOMACH,LUNG,URINARY_BLADDER",Evidence,True
542-88-1,BIS(CHLOROMETHYL) ETHER,3,Known,True,Bis(chloromethyl)ether; chloromethyl methyl ether (technical-grade),True,BIS(CHLOROMETHYL)ETHER (BCME),True,,,,,,,,,,,,,,,False,,,,,,,,False
54548-50-4,p-CHLORO-m-CRESOL;4-CHLORO-3-CRESOL,5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
55-18-5,N-NITROSODIETHYLAMINE,1,RAHC,True,N-Nitrosodiethylamine,True,,False,N-Nitrosodiethylamine,,DTXSID2021028,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
55-38-9,FENTHION,1,,False,,False,,False,Fenthion,TR-103,DTXSID8020620,Negative;Weakly Positive,,,,,,,,,,Weak Evidence,True,Fenthion,DTXSID8020620,,,,,No Evidence,True
55-63-0,NITROGLYCERIN,6,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
552-30-7,TRIMELLITIC ANHYDRIDE,1,,False,,False,,False,Trimellitic anhydride,,DTXSID7026235,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
554-84-7,1-METHYL-3-NITROBENZENE,2,,False,,False,,False,m-Nitrophenol,,DTXSID2025765,Weakly Positive,,,,,,,,,,Weak Evidence,True,,,,,,,,False
557-21-1,ZINC CYANIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
56-23-5,CARBON TETRACHLORIDE,277,RAHC,True,Carbon tetrachloride,True,CARBON TETRACHLORIDE,True,Carbon tetrachloride,,DTXSID8020250,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
56-38-2,PARATHION,9,,False,Parathion,True,PARATHION,True,Parathion,TR-070,DTXSID7021100,Negative;Weakly Positive,,,,,,,,,,Weak Evidence,True,Parathion,DTXSID7021100,,,,,No Evidence,True
56-49-5,3-METHYLCHOLANTHRENE,1,,False,,False,,False,3-Methylcholanthrene,,DTXSID0020862,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
56-55-3,"BENZO[A]ANTHRACENE;1,2-BENZANTHRACENE",443,RAHC,True,Benz[a]anthracene,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
56-72-4,COUMAPHOS,2,,False,,False,,False,Coumaphos,TR-096,DTXSID2020347,Negative,,,,,,,,,,No Evidence,True,Coumaphos,DTXSID2020347,,,,,No Evidence,True
563-12-2,ETHION;NIALATE,5,,False,,False,ETHION,True,,,,,,,,,,,,,,,False,,,,,,,,False
57-12-5,CYANIDE,310,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
57-13-6,UREA,1,,False,,False,,False,Urea,,DTXSID4021426,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
57-74-9,GAMMA-CHLORDANE;ALPHA-CHLORDANE;CHLORDANE,221,,False,Chlordane,True,,False,Chlordane (analytical grade),TR-008,DTXSID7020267,Negative,,,,,,,,,,No Evidence,True,Chlordane (analytical grade),DTXSID7020267,,,LIVER,LIVER,Evidence,True
57117-31-4,"2,3,4,7,8-PENTACHLORODIBENZOFURAN (PeCDF)",5,,False,"2,3,4,7,8-Pentachlorodibenzofuran",True,"2,3,4,7,8-PENTACHLORO­DIBENZOFURAN",True,,,,,,,,,,,,,,,False,"2,3,4,7,8-Pentachlorodibenzofuran",DTXSID7030066,,"LIVER,LUNG,ORAL_CAVITY,PANCREAS_ACINAR_CELL,UTERUSCERVIX",,,Evidence,True
57117-41-6,"1,2,3,7,8-PENTACHLORODIBENZOFURAN",5,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
57117-44-9,"1,2,3,6,7,8-HEXACHLORODIBENZOFURAN (HxCDF)",2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
578-94-9,DIPHENYLAMINECHLOROARSINE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
58-89-9,LINDANE;GAMMA-BHC;GAMMA-BENZENE HEXACHLORIDE;HEXACHLOROCYCLOHEXANE (GAMMA ISOMER),133,RAHC,True,Lindane (see also Hexachlorocyclohexanes),True,"HEXACHLOROCYCLOHEXANE, GAMMA-",True,Lindane,TR-014,DTXSID2020686,Negative,,,,,,,,,,No Evidence,True,Lindane,DTXSID2020686,,,,,No Evidence,True
581-42-0,"2,6-DIMETHYLNAPHTHALENE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
583-58-4,"3,4-LUTIDINE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
583-61-9,"2,3-LUTIDINE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
589-93-5,"2,5-LUTIDINE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
591-22-0,"3,5-LUTIDINE",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
591-78-6,2-HEXANONE;MBK;METHYL N-BUTYL KETONE,97,,False,,False,2-HEXANONE,True,,,,,,,,,,,,,,,False,,,,,,,,False
593-74-8,DIMETHYLMERCURY,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
60-29-7,ETHYL ETHER;DIETHYL ETHER,11,,False,,False,,False,Ethyl ether,,DTXSID3021720,Equivocal;Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
60-51-5,DIMETHOATE,1,,False,,False,,False,Dimethoate,TR-004,DTXSID7020479,Positive,,,,,,,,,,Evidence,True,Dimethoate,DTXSID7020479,,,,,No Evidence,True
60-57-1,DIELDRIN,264,,False,"Dieldrin (see Dieldrin, and aldrin metabolized to dieldrin);Dieldrin, and aldrin metabolized to dieldrin",True,DIELDRIN,True,Dieldrin,"TR-021, TR-022",DTXSID9020453,Negative,,,,,,,,,,No Evidence,True,Dieldrin,DTXSID9020453,,,,,No Evidence,True
606-20-2,"2,6-DINITROTOLUENE;2,6-DNT",43,,False,"2,6-Dinitrotoluene",True,"2,6-DINITROTOLUENE",True,"2,6-Dinitrotoluene",,DTXSID5020528,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
608-93-5,PENTACHLOROBENZENE,11,,False,,False,,False,Pentachlorobenzene,,DTXSID7024247,Negative,,,Negative,Negative,,,,,,No Evidence,True,,,,,,,,False
61788-33-8,POLYCHLORINATED TERPHENYLS,2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
62-44-2,PHENACETIN,1,RAHC,True,Phenacetin,True,,False,Phenacetin,,DTXSID1021116,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
62-53-3,ANILINE,21,,False,Aniline (see also Aniline hydrochloride),True,,False,Aniline,,DTXSID8020090,Negative,,,Positive,Positive,,,,,,Evidence,True,,,,,,,,False
62-55-5,THIOACETAMIDE,1,RAHC,True,Thioacetamide,True,,False,Thioacetamide,,DTXSID9021340,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
62-73-7,DICHLORVOS,1,,False,Dichlorvos,True,DICHLORVOS,True,Dichlorvos,"TR-010, TR-342",DTXSID5020449,Positive,Negative,,,,,,,,,Evidence,True,Dichlorvos,DTXSID5020449,"HEMATOPOIETIC_SYSTEM,PANCREAS_ACINAR_CELL",,FORESTOMACH,FORESTOMACH,Evidence,True
62-74-8,SODIUM FLUOROACETATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
62-75-9,NITROSODIMETHYLAMINE;N-NITROSODIMETHYLAMINE,14,RAHC,True,N-Nitrosodimethylamine,True,,False,N-Nitrosodimethylamine,,DTXSID7021029,Positive,,,,,,,,,,Evidence,True,,,,,,,,False
621-64-7,N-NITROSODI-N-PROPYLAMINE,45,RAHC,True,N-Nitrosodi-n-propylamine,True,,False,,,,,,,,,,,,,,,False,,,,,,,,False
624-83-9,METHYL ISOCYANATE,1,,False,,False,,False,Methyl isocyanate,,DTXSID1023786,Negative,,,Negative,Negative,,,,,,No Evidence,True,,,,,,,,False
63-25-2,CARBARYL,3,,False,Carbaryl,True,,False,Carbaryl,,DTXSID9020247,,,,,,,Positive,,,,Evidence,True,,,,,,,,False
63-98-9,PHENACEMIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
630-20-6,"1,1,1,2-TETRACHLOROETHANE",26,,False,"1,1,1,2-Tetrachloroethane",True,,False,"1,1,1,2-Tetrachloroethane",,DTXSID2021317,Negative,,,Positive,,,,,,,Evidence,True,"1,1,1,2-Tetrachloroethane",DTXSID2021317,,,LIVER,LIVER,Evidence,True
631-61-8,AMMONIUM ACETATE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
634-66-2,"1,2,3,4-TETRACHLOROBENZENE",3,,False,,False,,False,"1,2,3,4-Tetrachlorobenzene",,DTXSID6026088,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
6369-96-6,"2,4,5-T AMINES",1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
64-00-6,"PHENOL, 3-(1-METHYLETHYL)-, METHYLCARBAMATE",2,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
64-17-5,ETHANOL,6,,False,Ethanol in alcoholic beverages,True,,False,Ethanol,TR-510,DTXSID9020584,Negative,,,,,,,,,,No Evidence,True,Ethanol,DTXSID9020584,,,,,No Evidence,True
64-18-6,FORMIC ACID,2,,False,,False,,False,Formic acid,,DTXSID2024115,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
64-19-7,ACETIC ACID,3,,False,,False,,False,Acetic acid,,DTXSID5024394,Negative,,,,,,,,,,No Evidence,True,,,,,,,,False
640-19-7,FLUOROACETAMIDE,1,,False,,False,,False,,,,,,,,,,,,,,,False,,,,,,,,False
64091-91-4,4-(N-NITROSOMETHYLAMINO)-1-(3-PYRIDYL)-1-BUTANONE,1,RAHC,True,N'-Nitrosonornicotine (NNN) and 4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone (NNK),True,,False,4-(N-Nitroso-N-methylamino)-1-(3-pyridyl)-1-butanone,,DTXSID3020881,,,,Negative,,,,,,,No Evidence,True,,,,,,,,False
